0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,678707
16,1810248
17,1278667
18,1425946
19,1705469
20,3540565
21,2154265
22,749829
23,1036296
24,698863
25,536956
