0,0
1,0
2,0
3,73377134
4,142408259
5,144201318
6,135870616
7,138433112
8,144202428
9,140609835
10,147531919
11,149325644
12,145225088
13,147916434
14,153138567
15,150377534
16,149066612
17,152911614
18,152656208
19,150597420
20,147523002
21,148171359
22,143298665
23,150856970
